exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,en_G,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,ko_G,subject,choice_count,ko_F
udemy,DVA-02,207,A company has a static website running in an Auto Scaling group of EC2 instances which they want to convert as a dynamic e-commerce web portal. One of the requirements is to use HTTPS to improve the security of their portal and also improve their search ranking as a reputable and secure site. A developer recently requested an SSL/TLS certificate from a third-party certificate authority (CA) which is ready to be imported to AWS.Which of the following services can the developer use to safely import the SSL/TLS certificate? (Select TWO.),AB,AB,AWS Certificate Manager,IAM certificate store,A private S3 bucket with versioning enabled,Amazon Cognito,CloudFront,,,회사에는 동적 전자 상거래 웹 포털로 변환하려는 EC2 인스턴스의 Auto Scaling 그룹에서 실행되는 정적 웹 사이트가 있습니다. 요구 사항 중 하나는 HTTPS를 사용하여 포털의 보안을 향상하고 평판이 좋고 안전한 사이트로서 검색 순위를 높이는 것입니다. 최근 한 개발자가 AWS로 가져올 준비가 된 타사 인증 기관(CA)에 SSL/TLS 인증서를 요청했습니다.다음 중 개발자가 SSL/TLS 인증서를 안전하게 가져오기 위해 사용할 수 있는 서비스는 무엇입니까? (2개를 선택하세요.),AWS 인증서 관리자,IAM 인증서 저장소,버전 관리가 활성화된 프라이빗 S3 버킷,아마존 코그니토,CloudFront,,0,,
udemy,DVA-02,208,"You are developing a Node.js application which uses a DynamoDB database. The architecture should be designed to allow you to query over a single partition of the table, as specified by the partition key value in the query. It should also support both eventually consistent and strongly consistent reads. What should you do to satisfy this requirement?",B,B,Add a global secondary index after the table has been created.,Add a local secondary index before the table is created.,Add a local secondary index after the table has been created.,Add a global secondary index before the table is created.,,,,DynamoDB 데이터베이스를 사용하는 Node.js 애플리케이션을 개발 중입니다. 쿼리의 파티션 키 값에 지정된 대로 테이블의 단일 파티션을 쿼리할 수 있도록 아키텍처를 설계해야 합니다. 또한 최종적으로 일관된 읽기와 강력한 일관된 읽기를 모두 지원해야 합니다.이 요구 사항을 충족하려면 어떻게 해야 합니까?,테이블이 생성된 후 글로벌 보조 인덱스를 추가합니다.,테이블이 생성되기 전에 로컬 보조 인덱스를 추가하세요.,테이블이 생성된 후 로컬 보조 인덱스를 추가합니다.,테이블이 생성되기 전에 글로벌 보조 인덱스를 추가하세요.,,,0,,
udemy,DVA-02,209,A developer is designing a multi-threaded e-commerce application that will be reading and writing data on a DynamoDB table. There will be a lot of people who will use the application to update the price of items in the table at the same time. The application should prevent an update operation from modifying an item if one of its attributes has a certain value. Which of the following is the most suitable solution that the developer should use in this application?,D,D,Use batch operations.,Use pessimistic locking and conditional writes.,Use atomic counters.,Use optimistic locking and conditional writes.,,,,개발자는 DynamoDB 테이블에서 데이터를 읽고 쓰는 멀티 스레드 전자 상거래 애플리케이션을 설계하고 있습니다. 테이블에 있는 품목의 가격을 동시에 업데이트하기 위해 애플리케이션을 사용하는 사람들이 많이 있을 것입니다. 애플리케이션은 해당 속성 중 하나에 특정 값이 있는 경우 업데이트 작업으로 인해 항목이 수정되지 않도록 해야 합니다.다음 중 개발자가 이 애플리케이션에 사용해야 하는 가장 적합한 솔루션은 무엇입니까?,일괄 작업을 사용합니다.,비관적 잠금 및 조건부 쓰기를 사용합니다.,원자 카운터를 사용하십시오.,낙관적 잠금 및 조건부 쓰기를 사용합니다.,,,0,,
udemy,DVA-02,210,"For application deployments, a company is using CloudFormation templates, which are regularly updated to map the latest AMI IDs. A developer was assigned to automate the process since the current set up takes a lot of time to execute on a regular basis. Which of the following is the MOST suitable solution that the developer should implement to satisfy this requirement?",D,D,Integrate AWS Service Catalog with AWS Config to automatically fetch the latest AMI and use it for succeeding deployments.,Integrate CloudFormation with AWS Service Catalog to fetch the latest AMI IDs and automatically use them for succeeding deployments.,Set up your Systems Manager State Manager to store the latest AMI IDs and integrate it with your CloudFormation template. Call the update-stack API in CloudFormation whenever you decide to update the EC2 instances in your CloudFormation template.,"Set up CloudFormation with Systems Manager Parameter Store to retrieve the latest AMI IDs for your template. Whenever you decide to update the EC2 instances, call the update-stack API in CloudFormation in your CloudFormation template.",,,,애플리케이션 배포의 경우 회사는 최신 AMI ID를 매핑하기 위해 정기적으로 업데이트되는 CloudFormation 템플릿을 사용하고 있습니다. 현재 설정을 정기적으로 실행하는 데 많은 시간이 걸리므로 프로세스를 자동화하도록 개발자가 지정되었습니다.다음 중 개발자가 이 요구 사항을 충족하기 위해 구현해야 하는 가장 적합한 솔루션은 무엇입니까?,AWS Service Catalog를 AWS Config와 통합하면 자동으로 최신 AMI를 가져와서 후속 배포에 사용할 수 있습니다.,CloudFormation을 AWS Service Catalog와 통합하여 최신 AMI ID를 가져와 자동으로 후속 배포에 사용합니다.,최신 AMI ID를 저장하고 이를 CloudFormation 템플릿과 통합하도록 Systems Manager State Manager를 설정하세요. CloudFormation 템플릿에서 EC2 인스턴스를 업데이트하기로 결정할 때마다 CloudFormation에서 업데이트 스택 API를 호출하세요.,템플릿에 대한 최신 AMI ID를 검색하려면 Systems Manager Parameter Store로 CloudFormation을 설정하세요. EC2 인스턴스를 업데이트하기로 결정할 때마다 CloudFormation 템플릿의 CloudFormation에서 업데이트 스택 API를 호출하세요.,,,0,,
udemy,DVA-02,211,"A developer is working on an online game based on a popular movie, which may have a few users on its first few weeks of release. However, it is expected to grow and reach millions of concurrent users, with terabytes or more of new data generated per day. The database must seamlessly handle hundreds of thousands of reads and writes per second.Which of the following would be the MOST ideal data store to choose for this application?",B,B,RDS,DynamoDB,Redshift,S3,,,,"개발자가 인기 영화를 기반으로 한 온라인 게임을 개발 중인데, 출시 후 처음 몇 주 동안 사용자 수가 적을 수 있습니다. 그러나 하루에 테라바이트 이상의 새로운 데이터가 생성되면서 수백만 명의 동시 사용자를 확보하고 성장할 것으로 예상됩니다. 데이터베이스는 초당 수십만 건의 읽기 및 쓰기를 원활하게 처리해야 합니다.다음 중 이 애플리케이션에 선택하기에 가장 이상적인 데이터 저장소는 무엇입니까?",RDS,DynamoDB,적색편이,S3,,,0,,
udemy,DVA-02,212,"A batch application is hosted in an Auto Scaling group of On-Demand EC2 instances which consumes and processes the messages from an SQS queue. The system works well but there are times that the consumers process the same message twice. Upon investigation, you found out that if the consumer takes a long time to process the message, that exact same message becomes available again to other consumers, which causes duplicate processing. Which of the following is the BEST solution that the developer should implement to meet this requirement?",C,C,Configure the queue to use short polling by setting the WaitTimeSeconds parameter of the ReceiveMessage request to 0.,Configure the queue to use long polling by setting the Receive Message Wait Time parameter to a value greater than 0.,Set the visibility timeout to the maximum time that it takes your application to process and delete a message from the queue.,Postpone the delivery of new messages by using a delay queue.,,,,배치 애플리케이션은 SQS 대기열의 메시지를 사용하고 처리하는 온디맨드 EC2 인스턴스의 Auto Scaling 그룹에서 호스팅됩니다. 시스템은 잘 작동하지만 소비자가 동일한 메시지를 두 번 처리하는 경우가 있습니다. 조사 결과 소비자가 메시지를 처리하는 데 오랜 시간이 걸리면 동일한 메시지가 다른 소비자에게 다시 제공되어 중복 처리가 발생한다는 사실을 발견했습니다.다음 중 개발자가 이 요구 사항을 충족하기 위해 구현해야 하는 가장 좋은 솔루션은 무엇입니까?,WaitTimeSeconds요청 매개변수를 0으로 설정하여 짧은 폴링을 사용하도록 대기열을 구성합니다 ReceiveMessage.,Receive Message Wait Time매개변수를 0보다 큰 값으로 설정하여 긴 폴링을 사용하도록 대기열을 구성합니다 .,애플리케이션이 대기열에서 메시지를 처리하고 삭제하는 데 걸리는 최대 시간으로 제한 시간 초과를 설정합니다.,지연 대기열을 사용하여 새 메시지 배달을 연기합니다.,,,0,,
udemy,DVA-02,213,"A mobile game has a serverless backend in AWS which is composed of Lambda, API Gateway, and DynamoDB. It writes 100 items per second to the DynamoDB table and the size is 1.5 KB per item. The table has a provisioned WCU of 100 but the write requests are still being throttled by DynamoDB. What is the MOST suitable solution in order to rectify this throttling issue?",C,C,Enable DynamoDB Accelerator (DAX).,Implement database caching with an ElastiCache cluster.,Increase the WCU to 200.,Use strong consistency in the write operations.,,,,"모바일 게임에는 AWS에 Lambda, API Gateway 및 DynamoDB로 구성된 서버리스 백엔드가 있습니다. DynamoDB 테이블에 초당 100개의 항목을 쓰고 크기는 항목당 1.5KB입니다. 테이블에는 100개의 프로비저닝된 WCU가 있지만 쓰기 요청은 여전히 ​​DynamoDB에 의해 조절되고 있습니다.이 조절 문제를 해결하기 위해 가장 적합한 솔루션은 무엇입니까?",DynamoDB Accelerator(DAX)를 활성화합니다.,ElastiCache 클러스터를 사용하여 데이터베이스 캐싱을 구현합니다.,WCU를 200으로 늘립니다.,쓰기 작업에 강력한 일관성을 사용합니다.,,,0,,
udemy,DVA-02,214,"An application architect manages several AWS accounts for staging, testing, and production environments, which are used by several development teams. For application deployments, the developers use the similar base CloudFormation template for their applications. Which of the following can allow the developer to effectively manage the updates on this template across all AWS accounts with minimal effort?",D,D,Upload the CloudFormation templates to CodeCommit and use a combination of CodeDeploy and CodePipeline to manage the deployment to multiple accounts.,Create and manage stacks on multiple AWS accounts using CloudFormation Change Sets.,Define and manage stack instances on multiple AWS Accounts using CloudFormation Stack Instances.,Update the stacks on multiple AWS accounts using CloudFormation StackSets.,,,,"애플리케이션 설계자는 여러 개발 팀에서 사용하는 스테이징, 테스트 및 프로덕션 환경을 위한 여러 AWS 계정을 관리합니다. 애플리케이션 배포의 경우 개발자는 애플리케이션에 유사한 기본 CloudFormation 템플릿을 사용합니다.다음 중 개발자가 최소한의 노력으로 모든 AWS 계정에서 이 템플릿의 업데이트를 효과적으로 관리할 수 있는 방법은 무엇입니까?",CloudFormation 템플릿을 CodeCommit에 업로드하고 CodeDeploy와 CodePipeline의 조합을 사용하여 여러 계정에 대한 배포를 관리합니다.,CloudFormation 변경 세트를 사용하여 여러 AWS 계정에서 스택을 생성하고 관리합니다.,CloudFormation 스택 인스턴스를 사용하여 여러 AWS 계정에서 스택 인스턴스를 정의하고 관리합니다.,CloudFormation StackSets를 사용하여 여러 AWS 계정의 스택을 업데이트합니다.,,,0,,
udemy,DVA-02,215,"An EBS-backed EC2 instance has been recently reported to contain a malware that could spread to your other instances. To fix this security vulnerability, you will need to attach its root EBS volume to a new EC2 instance which hosts a security program that can scan viruses, worms, Trojan horses, or spyware. What steps would you take to detach the root volume from the compromised EC2 instance?",C,C,"Unmount the volume, stop the instance, and then detach.",Unmount the volume from the OS and then detach.,Stop the instance then detach the volume.,Detach the volume from the AWS Console. AWS takes care of unmounting the volume for you.,,,,"EBS 지원 EC2 인스턴스에는 다른 인스턴스로 확산될 수 있는 악성 코드가 포함되어 있는 것으로 최근 보고되었습니다. 이 보안 취약점을 해결하려면 루트 EBS 볼륨을 바이러스, 웜, 트로이 목마 또는 스파이웨어를 검사할 수 있는 보안 프로그램을 호스팅하는 새 EC2 인스턴스에 연결해야 합니다.손상된 EC2 인스턴스에서 루트 볼륨을 분리하려면 어떤 단계를 수행해야 합니까?",볼륨을 마운트 해제하고 인스턴스를 중지한 후 분리합니다.,OS에서 볼륨을 마운트 해제한 다음 분리합니다.,인스턴스를 중지한 다음 볼륨을 분리합니다.,AWS 콘솔에서 볼륨을 분리합니다. AWS가 볼륨 마운트 해제를 자동으로 처리합니다.,,,0,,
udemy,DVA-02,216,"A developer is designing an application which will be hosted in ECS and uses an EC2 launch type. You need to group your container instances by certain attributes such as Availability Zone, instance type, or custom metadata. After you have defined a group of container instances, you will need to customize Amazon ECS to place tasks on container instances based on the group you specified. Which of the following ECS features provides you with expressions that you can use to group container instances by a specific attribute?",B,B,Task Placement Constraints,Cluster Query Language,Task Placement Strategies,Task Groups,,,,"개발자는 ECS에서 호스팅되고 EC2 시작 유형을 사용하는 애플리케이션을 설계하고 있습니다. 가용 영역, 인스턴스 유형 또는 사용자 지정 메타데이터와 같은 특정 속성을 기준으로 컨테이너 인스턴스를 그룹화해야 합니다. 컨테이너 인스턴스 그룹을 정의한 후에는 지정한 그룹을 기반으로 컨테이너 인스턴스에 작업을 배치하도록 Amazon ECS를 사용자 지정해야 합니다.다음 ECS 기능 중 특정 속성을 기준으로 컨테이너 인스턴스를 그룹화하는 데 사용할 수 있는 표현식을 제공하는 것은 무엇입니까?",작업 배치 제약,클러스터 쿼리 언어,작업 배치 전략,작업 그룹,,,0,,
udemy,DVA-02,217,"You are developing a new batch job for the enterprise application suite in your company, which is hosted in an Auto Scaling group of EC2 instances behind an ELB. The application is using an S3 bucket configured with Server-Side Encryption with AWS KMS-Managed Keys (SSE-KMS). The batch job must upload files to the bucket using the default AWS KMS key to protect the data at rest. What should you do to satisfy this requirement with the LEAST amount of configuration?",A,A,Include the x-amz-server-side-encryption header with a value of aws:kms in your upload request.,Include the x-amz-server-side-encryption header with a value of AES256 in your upload request.,"Include the x-amz-server-side​-encryption​-customer-algorithm, x-amz-server-side-encryption-customer-key, and x-amz-server-side-encryption-customer-key-MD5 headers with appropriate values in the upload request.",Include the x-amz-server-side-encryption header with a value of aws:kms as well as the x-amz-server-side-encryption-aws-kms-key-id header containing the ID of the default AWS KMS key in your upload request.,,,,회사에서 ELB 뒤에 있는 EC2 인스턴스의 Auto Scaling 그룹에서 호스팅되는 엔터프라이즈 애플리케이션 제품군을 위한 새로운 배치 작업을 개발하고 있습니다. 애플리케이션은 AWS KMS 관리형 키(SSE-KMS)를 사용한 서버 측 암호화로 구성된 S3 버킷을 사용하고 있습니다. 배치 작업은 저장 데이터를 보호하기 위해 기본 AWS KMS 키를 사용하여 버킷에 파일을 업로드해야 합니다.최소한의 구성으로 이 요구 사항을 충족하려면 어떻게 해야 합니까?,업로드 요청에 x-amz-server-side-encryption헤더 값을 포함하세요 .aws:kms,업로드 요청에 x-amz-server-side-encryption헤더 값을 포함하세요 .AES256,"업로드 요청에 적절한 값과 함께 x-amz-server-side​-encryption​-customer-algorithm, x-amz-server-side-encryption-customer-key및 헤더를 포함합니다 .x-amz-server-side-encryption-customer-key-MD5",업로드 요청에 기본 AWS KMS 키의 ID가 포함된 헤더 와 x-amz-server-side-encryption값이 포함된 헤더 를 포함합니다 .aws:kmsx-amz-server-side-encryption-aws-kms-key-id,,,0,,
udemy,DVA-02,218,A single docker container environment is hosted in Elastic Beanstalk. Your manager instructed you to ensure that the compute resources maintain full capacity during deployments to avoid any degradation of the service or possible down time.Which of the following deployment methods should you use to satisfy the given requirement? (Select TWO.),BE,BE,Rolling,Immutable,All at once,Canary,Rolling with additional batch,,,단일 Docker 컨테이너 환경은 Elastic Beanstalk에서 호스팅됩니다. 관리자는 서비스 저하나 가동 중지 시간을 방지하기 위해 배포 중에 컴퓨팅 리소스가 전체 용량을 유지하도록 지시했습니다.주어진 요구 사항을 충족하려면 다음 배포 방법 중 어떤 것을 사용해야 합니까? (2개를 선택하세요.),구르는,불변,한꺼번에,카나리아,추가 배치로 롤링,,0,,
udemy,DVA-02,219,There is a requirement to postpone the delivery of new messages to an SQS queue for a number of seconds. You must configure the queue to ensure that any messages that you send remain invisible to consumers for a duration of time specified. Which of the following SQS feature should you use to meet this requirement?,C,C,Short Polling,Long Polling,Delay Queue,Visibility Timeouts,,,,몇 초 동안 SQS 대기열로의 새 메시지 전달을 연기해야 ​​한다는 요구 사항이 있습니다. 보내는 모든 메시지가 지정된 기간 동안 소비자에게 표시되지 않도록 큐를 구성해야 합니다.이 요구 사항을 충족하려면 다음 SQS 기능 중 무엇을 사용해야 합니까?,짧은 폴링,긴 폴링,지연 대기열,가시성 시간 초과,,,0,,
udemy,DVA-02,220,"A developer is designing a multitiered system which utilizes various AWS resources. The application will be hosted in Elastic Beanstalk, which uses an RDS database and an S3 bucket that is configured to use Server-Side Encryption with Customer-Provided Encryption Keys (SSE-C). In this configuration, Amazon S3 does not store the encryption key you provide but instead, stores a randomly salted hash-based message authentication code (HMAC) value of the encryption key in order to validate future requests. Which of the following is a valid consideration that the developer should keep in mind when implementing this architecture?",D,D,The salted HMAC value can be used to decrypt the contents of the encrypted object.,"If you lose the encryption key, the salted HMAC value can be used to decrypt the object.",The salted HMAC value can be used to derive the value of the encryption key.,"If you lose the encryption key, you lose the object.",,,,개발자는 다양한 AWS 리소스를 활용하는 다중 계층 시스템을 설계하고 있습니다. 애플리케이션은 SSE-C(고객 제공 암호화 키)를 사용한 서버 측 암호화를 사용하도록 구성된 RDS 데이터베이스와 S3 버킷을 사용하는 Elastic Beanstalk에서 호스팅됩니다. 이 구성에서 Amazon S3는 사용자가 제공한 암호화 키를 저장하지 않고 대신 향후 요청을 검증하기 위해 무작위로 솔트 처리된 암호화 키의 해시 기반 메시지 인증 코드(HMAC) 값을 저장합니다.다음 중 개발자가 이 아키텍처를 구현할 때 염두에 두어야 할 유효한 고려 사항은 무엇입니까?,솔트 처리된 HMAC 값은 암호화된 객체의 콘텐츠를 해독하는 데 사용될 수 있습니다.,암호화 키를 분실한 경우 솔트 처리된 HMAC 값을 사용하여 객체를 해독할 수 있습니다.,솔트 처리된 HMAC 값을 사용하여 암호화 키 값을 파생할 수 있습니다.,암호화 키를 분실하면 객체도 손실됩니다.,,,0,,
udemy,DVA-02,221,"A global financial company has hundreds of users from all over the world that regularly upload terabytes of transactional data to a centralized S3 bucket. You noticed that there are some users from different parts of the globe that take a lot of time to upload their data, which causes delays in the processing. You need to improve data throughput and ensure consistently fast data transfer to the S3 bucket regardless of the user's location. Which of the following features should you use to satisfy the above requirement?",A,A,Amazon S3 Transfer Acceleration,AWS Transfer for SFTP,CloudFront,AWS Direct Connect,,,,한 글로벌 금융 회사에는 전 세계 수백 명의 사용자가 정기적으로 테라바이트 규모의 거래 데이터를 중앙 집중식 S3 버킷에 업로드합니다. 전 세계 여러 지역의 일부 사용자가 데이터를 업로드하는 데 많은 시간이 걸려 처리가 지연되는 것을 발견했습니다. 데이터 처리량을 개선하고 사용자 위치에 관계없이 S3 버킷으로 지속적으로 빠른 데이터 전송을 보장해야 합니다.위의 요구 사항을 충족하려면 다음 중 어떤 기능을 사용해야 합니까?,Amazon S3 전송 가속화,SFTP를 위한 AWS 전송,CloudFront,AWS 다이렉트 커넥트,,,0,,
udemy,DVA-02,222,"A clickstream application uses Amazon Kinesis Data Stream for real-time processing. PutRecord API calls are being used by the producer to send data to the stream. However, there are cases where the producer intermittently restarted while doing the processing, which resulted in sending the same data twice to the stream. This inadvertently causes duplication of entries in the data stream, which affects the processing of the consumers.Which of the following should you implement to resolve this issue?",D,D,Add more shards.,Split shards of the data stream.,Merge shards of the data stream.,Embed a primary key within the record.,,,,클릭스트림 애플리케이션은 실시간 처리를 위해 Amazon Kinesis Data Stream을 사용합니다. PutRecordAPI 호출은 생산자가 스트림에 데이터를 보내는 데 사용됩니다. 그러나 처리를 수행하는 동안 생산자가 간헐적으로 다시 시작하여 동일한 데이터를 스트림에 두 번 보내는 경우가 있습니다. 이로 인해 실수로 데이터 스트림의 항목이 중복되어 소비자 처리에 영향을 줍니다.이 문제를 해결하려면 다음 중 무엇을 구현해야 합니까?,샤드를 더 추가하세요.,데이터 스트림의 분할을 분할합니다.,데이터 스트림의 샤드를 병합합니다.,레코드 내에 기본 키를 포함합니다.,,,0,,
udemy,DVA-02,223,"A developer runs a shell script that uses the AWS CLI to upload a large file to an S3 bucket, which includes an AWS KMS key. An Access Denied error always shows up whenever the developer uploads a file with a size of 100 GB or more. However, when he tried to upload a smaller file with the KMS key, the upload succeeds. Which of the following are possible reasons why this issue is happening? (Select TWO.)",AB,AB,The AWS CLI S3 commands perform a multipart upload when the file is large.,The developer does not have the kms:Decrypt permission.,The developer does not have the kms:Encrypt permission.,The maximum size that can be encrypted in KMS is only 100 GB.,The developer's IAM permission has an attached inline policy that restricts him from uploading a file to S3 with a size of 100 GB or more.,,,개발자는 AWS CLI를 사용하여 AWS KMS 키가 포함된 S3 버킷에 대용량 파일을 업로드하는 셸 스크립트를 실행합니다. Access Denied개발자가 100GB 이상의 파일을 업로드할 때마다 항상 오류가 표시됩니다 . 그러나 KMS 키를 사용하여 더 작은 파일을 업로드하려고 하면 업로드가 성공합니다.다음 중 이 문제가 발생하는 이유는 무엇입니까? (2개를 선택하세요.),AWS CLI S3 명령은 파일이 클 때 멀티파트 업로드를 수행합니다.,개발자에게 권한이 없습니다 kms:Decrypt.,개발자에게 권한이 없습니다 kms:Encrypt.,KMS에서 암호화할 수 있는 최대 크기는 100GB에 불과합니다.,개발자의 IAM 권한에는 100GB 이상의 파일을 S3에 업로드하는 것을 제한하는 인라인 정책이 첨부되어 있습니다.,,0,,
udemy,DVA-02,224,A developer wants to deploy a REST API using the CloudFormation template shown below:Which changes should be done so that the newly created API endpoint can be referenced to other stacks?,B,B,Add the AWS::Include transform in the original template to directly import the HelloWorldFunction resource to other templates.,Include the Export property in the original template's Outputs section. Then use the Fn::ImportValue function in other templates to retrieve the exported value.,Specify HelloWorldApias parameter when using the Fn::ImportValue function in other templates.,Include the Export property in the original template's Outputs section. Then use the Ref function in other templates to retrieve the exported value.,,,,개발자는 아래 표시된 CloudFormation 템플릿을 사용하여 REST API를 배포하려고 합니다.새로 생성된 API 엔드포인트를 다른 스택에서 참조할 수 있도록 하려면 어떤 변경을 수행해야 합니까?,AWS::Include리소스를 다른 템플릿으로 직접 가져오려면 원본 템플릿에 변환을 추가하세요 HelloWorldFunction.,Export원본 템플릿의 섹션에 속성을 포함합니다 Outputs. 그런 다음 Fn::ImportValue다른 템플릿의 함수를 사용하여 내보낸 값을 검색합니다.,다른 템플릿에서 HelloWorldApi해당 기능을 사용할 경우 매개변수로 지정하세요 .Fn::ImportValue,Export원본 템플릿의 섹션에 속성을 포함합니다 Outputs. 그런 다음 Ref다른 템플릿의 함수를 사용하여 내보낸 값을 검색합니다.,,,0,,
udemy,DVA-02,225,"An online role-playing video game requires cross-device syncing of application-related user data. It must synchronize the user profile data across mobile devices without requiring your own backend. When the device is online, it should synchronize data and notify other devices immediately that an update is available. Which of the following is the most suitable feature that you have to use to meet this requirement?",D,D,Amazon Cognito Identity Pools,AWS Device Farm,Amazon Cognito User Pools,Amazon Cognito Sync,,,,온라인 롤플레잉 비디오 게임에는 애플리케이션 관련 사용자 데이터의 장치 간 동기화가 필요합니다. 자체 백엔드 없이 모바일 장치 전체에서 사용자 프로필 데이터를 동기화해야 합니다. 장치가 온라인 상태이면 데이터를 동기화하고 업데이트가 가능하다는 사실을 다른 장치에 즉시 알려야 합니다.다음 중 이 요구 사항을 충족하기 위해 사용해야 하는 가장 적합한 기능은 무엇입니까?,Amazon Cognito 자격 증명 풀,AWS 디바이스 팜,Amazon Cognito 사용자 풀,Amazon 학습 동기화,,,0,,
udemy,DVA-02,226,"A developer is creating a React application whose source code is hosted in GitHub. To help ensure proper functionality and identify any UI issues before going live, the developer must perform end-to-end (E2E) testing using Cypress.Which combination of actions should the developer take? (Select Two)",CE,CE,Create an application in AWS Amplify Studio. Clone the application’s source code in a local environment and run amplify pull --appId APP_ID --envName ENV_NAME,Update the amplifyconfiguration.json with appropriate configuration settings for Cypress.,Connect the Github repository to AWS Amplify Hosting,Include the location of the Cypress configuration file in the aws-exports.js file.,Update the amplify.yml file with appropriate configuration settings for Cypress.,,,개발자가 GitHub에서 소스 코드가 호스팅되는 React 애플리케이션을 만들고 있습니다. 적절한 기능을 보장하고 실행하기 전에 UI 문제를 식별하려면 개발자는 Cypress를 사용하여 E2E(종단 간) 테스트를 수행해야 합니다.개발자는 어떤 작업 조합을 취해야 합니까? (2개 선택),AWS Amplify Studio에서 애플리케이션을 생성합니다. 로컬 환경에서 애플리케이션의 소스 코드를 복제하고 실행amplify pull --appId APP_ID --envName ENV_NAME,Cypress에 대한 적절한 구성 설정으로 업데이트합니다 amplifyconfiguration.json.,Github 리포지토리를 AWS Amplify 호스팅에 연결,파일 에 Cypress 구성 파일의 위치를 ​​포함합니다 aws-exports.js.,amplify.ymlCypress에 대한 적절한 구성 설정으로 파일을 업데이트합니다 .,,0,,
udemy,DVA-02,227,"An application is hosted in Elastic Beanstalk with an ElastiCache cluster that acts as a database cache layer for accessing its data in DynamoDB. It is currently configured to write the data to the cache only if there is a cache miss, which causes the data in the cache to become stale. A developer is instructed to ensure that the data in the cache is always current and to minimize wasted space in the cluster by automatically deleting the data that are never read. What is the BEST way to implement this to satisfy the given requirement?",D,D,Implement Lazy Loading in the application in conjunction with the Write Through caching strategy.,Use a Lazy Loading caching strategy.,Use a Write Through caching strategy.,Implement a Write Through caching strategy in the application and enable TTL in Elasticache.,,,,"애플리케이션은 DynamoDB의 데이터에 액세스하기 위한 데이터베이스 캐시 계층 역할을 하는 ElastiCache 클러스터를 통해 Elastic Beanstalk에서 호스팅됩니다. 현재는 캐시 누락이 있는 경우에만 캐시에 데이터를 쓰도록 구성되어 있으며, 이로 인해 캐시의 데이터가 오래되었습니다. 개발자는 캐시의 데이터를 항상 최신 상태로 유지하고 읽지 않은 데이터를 자동으로 삭제하여 클러스터에서 낭비되는 공간을 최소화하도록 지시받습니다.주어진 요구 사항을 충족시키기 위해 이를 구현하는 가장 좋은 방법은 무엇입니까?",Write Through 캐싱 전략과 함께 애플리케이션에서 지연 로딩을 구현합니다.,지연 로딩 캐싱 전략을 사용합니다.,Write Through 캐싱 전략을 사용합니다.,애플리케이션에서 Write Through 캐싱 전략을 구현하고  Elasticache에서 TTL을 활성화합니다.,,,0,,
udemy,DVA-02,228,A newly hired developer has been instructed to debug an application. She tried to access the X-Ray console to view service maps and segments but her current access is insufficient. Which of the following is the MOST appropriate managed policy that should be granted to the developer?,C,C,AWSXRayDaemonWriteAccess,AWSXrayFullAccess,AWSXrayReadOnlyAccess,AmazonS3ReadOnlyAccess,,,,새로 고용된 개발자는 애플리케이션을 디버깅하라는 지시를 받았습니다. 그녀는 서비스 맵과 구간을 보기 위해 X-Ray 콘솔에 액세스하려고 시도했지만 현재 액세스 권한이 충분하지 않습니다.다음 중 개발자에게 부여해야 하는 가장 적절한 관리형 정책은 무엇입니까?,AWSXRayDaemonWriteAccess,AWSXrayFullAccess,AWSXrayReadOnlyAccess,AmazonS3ReadOnlyAccess,,,0,,
udemy,DVA-02,229,A mobile game has a DynamoDB table named TutorialsDojoScores which keeps track of the users and their respective scores. Each item in the table is identified by the FighterId attribute as its partition key and the FightTitle attribute as the sort key. A developer needs to retrieve data from non-key attributes of the table named DojoTopScores and DojoDateTime attributes. Which type of index should the developer add in the table to speed up queries on non-key attributes?,D,D,Sparse Index,Local Secondary Index,Primary Index,Global Secondary Index,,,,모바일 게임에는 TutorialsDojoScores사용자와 해당 점수를 추적하는 DynamoDB 테이블이 있습니다. 테이블의 각 항목은 FighterId파티션 키인 속성과 FightTitle정렬 키인 속성으로 식별됩니다. 개발자는 이름이 지정된 테이블의 키가 아닌 속성 DojoTopScores과 DojoDateTime속성에서 데이터를 검색해야 합니다.키가 아닌 속성에 대한 쿼리 속도를 높이려면 개발자가 테이블에 어떤 유형의 인덱스를 추가해야 합니까?,희소 인덱스,로컬 보조 인덱스,기본 인덱스,글로벌 보조 지수,,,0,,
