exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,subject,choice_count
udemy,CLF-01,177,Which of the following are components of an AWS Site-to-Site VPN? (Select two),BC,BC,Internet gateway,Virtual private gateway (VGW),Customer gateway,Network Address Translation gateway (NAT gateway),AWS storage gateway,,,,,,,,,
udemy,CLF-01,178,Which of the following AWS services specialize in data migration from on-premises to AWS Cloud? (Select two),AE,AE,AWS Snowball,AWS Transit Gateway,AWS Site-to-Site VPN,AWS Direct Connect,AWS Database Migration Service (AWS DMS),,,,,,,,,
udemy,CLF-01,179,"Which feature of AWS Cloud offers the ability to innovate faster and rapidly develop, test and launch software applications?",B,B,Ability to deploy globally in minutes,Agility,Elasticity,Cost savings,,,,,,,,,,
udemy,CLF-01,180,Which of the following AWS services are regional in scope? (Select two),AE,AE,Amazon Rekognition,Amazon CloudFront,AWS Web Application Firewall (AWS WAF),AWS Identity and Access Management (AWS IAM),AWS Lambda,,,,,,,,,
udemy,CLF-01,181,An IT company has a hybrid cloud architecture and it wants to centralize the server logs for its Amazon Elastic Compute Cloud (Amazon EC2) instances and on-premises servers. Which of the following is the MOST effective for this use-case?,B,B,Use Amazon CloudWatch Logs for the Amazon Elastic Compute Cloud (Amazon EC2) instance and AWS CloudTrail for the on-premises servers,Use Amazon CloudWatch Logs for both the Amazon Elastic Compute Cloud (Amazon EC2) instance and the on-premises servers,Use AWS CloudTrail for the Amazon Elastic Compute Cloud (Amazon EC2) instance and Amazon CloudWatch Logs for the on-premises servers,Use AWS Lambda to send log data from Amazon Elastic Compute Cloud (Amazon EC2) instance as well as on-premises servers to Amazon CloudWatch Logs,,,,,,,,,,
udemy,CLF-01,182,Which of the following statements are CORRECT regarding security groups and network access control lists (network ACL)? (Select two),BC,BC,"A security group is stateless, that is, the return traffic must be explicitly allowed","A security group is stateful, that is, it automatically allows the return traffic",A network access control list (network ACL) contains a numbered list of rules and evaluates these rules in the increasing order while deciding whether to allow the traffic,"A network access control list (network ACL) is stateful, that is, it automatically allows the return traffic",A security group contains a numbered list of rules and evaluates these rules in the increasing order while deciding whether to allow the traffic,,,,,,,,,
udemy,CLF-01,183,Which AWS service will you use to privately connect your virtual private cloud (VPC) to Amazon Simple Storage Service (Amazon S3)?,A,A,VPC Endpoint,Amazon API Gateway,AWS Direct Connect,AWS Transit Gateway,,,,,,,,,,
udemy,CLF-01,184,Which of the following AWS services offer block-level storage? (Select two),AD,AD,Instance Store,Amazon Simple Storage Service (Amazon S3),Amazon Elastic Container Service (Amazon ECS),Amazon Elastic Block Store (Amazon EBS),Amazon Elastic File System (Amazon EFS),,,,,,,,,
udemy,CLF-01,185,Which of the following statements are CORRECT about the AWS Auto Scaling group? (Select two),CE,CE,Auto Scaling group scales down and downgrades to a less powerful Amazon EC2 instance to match a decrease in demand,Auto Scaling group scales down and reduces the number of Amazon EC2 instances to match a decrease in demand,Auto Scaling group scales out and adds more number of Amazon EC2 instances to match an increase in demand,Auto Scaling group scales up and upgrades to a more powerful Amazon EC2 instance to match an increase in demand,Auto Scaling group scales in and reduces the number of Amazon EC2 instances to match a decrease in demand,,,,,,,,,
udemy,CLF-01,186,"A research group wants to provision an Amazon Elastic Compute Cloud (Amazon EC2) instance for a flexible application that can be interrupted. As a Cloud Practitioner, which of the following would you recommend as the MOST cost-optimal option?",C,C,On-Demand Instance,Reserved Instance (RI),Spot Instance,Dedicated Host,,,,,,,,,,
udemy,CLF-01,187,"A company is looking for a guided path to help deploy, configure, and secure its new workloads while ensuring that it is ready for on-going operations in the cloud. Which of the following AWS services/tools can be leveraged for this use case?",A,A,Cloud Foundations,AWS Config,AWS Trusted Advisor,AWS Shared Responsibility Model,,,,,,,,,,
udemy,CLF-01,188,Which of the following is a perspective of the AWS Cloud Adoption Framework (AWS CAF)?,D,D,Product,Architecture,Process,Business,,,,,,,,,,
udemy,CLF-01,189,Which of the following improves the availability for a fleet of Amazon Elastic Compute Cloud (Amazon EC2) instances?,C,C,Deploy the Amazon Elastic Compute Cloud (Amazon EC2) instances across different AWS Regions of the same Availability Zone (AZ),Deploy the Amazon Elastic Compute Cloud (Amazon EC2) instances in the same Availability Zone (AZ) of an AWS Region,Deploy the Amazon Elastic Compute Cloud (Amazon EC2) instances across different Availability Zones (AZ) in the same AWS Region,Deploy the Amazon Elastic Compute Cloud (Amazon EC2) instances in the same Availability Zone (AZ) across two different AWS Regions,,,,,,,,,,
udemy,CLF-01,190,AWS Identity and Access Management (AWS IAM) policies are written as JSON documents. Which of the following are mandatory elements of an IAM policy?,D,D,"Action, Condition","Sid, Principal","Effect, Sid","Effect, Action",,,,,,,,,,
udemy,CLF-01,191,"An IT company has deployed a static website on Amazon Simple Storage Service (Amazon S3), but the website is still inaccessible. As a Cloud Practioner, which of the following solutions would you suggest to address this issue?",D,D,Enable Amazon S3 replication,Disable Amazon S3 encryption,Enable Amazon S3 versioning,Fix the Amazon S3 bucket policy,,,,,,,,,,
udemy,CLF-01,192,AWS Lambda pricing is based on which of the following criteria? (Select two),AB,AB,The time it takes for the AWS Lambda function to execute,Number of requests for the AWS Lambda function,The size of the deployment package for the AWS Lambda function,The number of lines of code for the AWS Lambda function,The language runtime of the AWS Lambda function,,,,,,,,,
udemy,CLF-01,193,A research lab wants to optimize the caching capabilities for its scientific computations application running on Amazon Elastic Compute Cloud (Amazon EC2) instances. Which Amazon Elastic Compute Cloud (Amazon EC2) storage option is best suited for this use-case?,B,B,Amazon Simple Storage Service (Amazon S3),Instance Store,Amazon Elastic Block Store (Amazon EBS),Amazon Elastic File System (Amazon EFS),,,,,,,,,,
udemy,CLF-01,194,Which of the following is the best way to protect your data from accidental deletion on Amazon S3?,C,C,Amazon S3 storage classes,Amazon S3 lifecycle configuration,Amazon S3 Versioning,Amazon S3 Transfer Acceleration (Amazon S3TA),,,,,,,,,,
udemy,CLF-01,195,"As a Cloud Practitioner, which Amazon Simple Storage Service (Amazon S3) storage class would you recommend for data archival?",D,D,Amazon S3 One Zone-Infrequent Access (S3 One Zone-IA),Amazon S3 Standard,Amazon S3 Intelligent-Tiering,Amazon S3 Glacier Flexible Retrieval,,,,,,,,,,
udemy,CLF-01,261,Which of the following billing timeframes is applied when running a Windows EC2 on-demand instance?,B,B,Pay per day,Pay per second,Pay per hour,Pay per minute,,,,,,,,,,
udemy,CLF-01,262,A Cloud Practitioner would like to deploy identical resources across all AWS regions and accounts using templates while estimating costs. Which AWS service can assist with this task?,D,D,Amazon LightSail,AWS CodeDeploy,AWS Directory Service for Microsoft Active Directory (AWS Managed Microsoft AD),AWS CloudFormation,,,,,,,,,,
udemy,CLF-01,263,"According to the AWS Shared Responsibility Model, which of the following are the responsibilities of AWS? (Select two)",BE,BE,Encrypting application data,Network operability,Configuring IAM Roles,Installing security patches of the guest operating system (OS),Data center security,,,,,,,,,
udemy,CLF-01,264,Which of the following AWS Support plans is the MOST cost-effective when getting enhanced technical support by Cloud Support Engineers?,D,D,AWS Enterprise Support,AWS Developer Support,AWS Basic Support,AWS Business Support,,,,,,,,,,
udemy,CLF-01,265,A company based in Sydney hosts its application on an Amazon Elastic Compute Cloud (Amazon EC2) instance in ap-southeast-2. They would like to deploy the same Amazon EC2 instances in eu-south-1. Which of the following AWS entities can address this use case?,A,A,Amazon Machine Image (AMI),AWS Lambda,Elastic Load Balancing (ELB),Amazon EBS Elastic Volume snapshots,,,,,,,,,,
udemy,CLF-01,266,Which Amazon Elastic Compute Cloud (Amazon EC2) Auto Scaling feature can help with fault tolerance?,C,C,Distributing load to Amazon EC2 instances,Lower cost by adjusting the number of Amazon EC2 instances,Replacing unhealthy Amazon EC2 instances,Having the right amount of computing capacity,,,,,,,,,,
udemy,CLF-01,267,Which of the following AWS Identity and Access Management (AWS IAM) Security Tools allows you to review permissions granted to an IAM user?,D,D,IAM credentials report,Multi-Factor Authentication (MFA),IAM policy,AWS Identity and Access Management (IAM) access advisor,,,,,,,,,,
udemy,CLF-01,268,Which of the following statements is INCORRECT regarding Amazon EBS Elastic Volumes?,A,A,Amazon EBS Elastic Volumes can be bound to several Availability Zones (AZs),Amazon EBS Elastic Volumes are bound to a specific Availability Zone (AZ),Amazon EBS Elastic Volumes can persist data after their termination,Amazon EBS Elastic Volumes can be mounted to one instance at a time,,,,,,,,,,
udemy,CLF-01,269,A company would like to move its infrastructure to AWS Cloud. Which of the following should be included in the Total Cost of Ownership (TCO) estimate? (Select TWO),AB,AB,Power/Cooling,Server administration,Number of end-users,Electronic equipment at office,Application advertising,,,,,,,,,
udemy,CLF-01,270,A brand-new startup would like to remove its need to manage the underlying infrastructure and focus on the deployment and management of its applications. Which type of cloud computing does this refer to?,D,D,Infrastructure as a Service (IaaS),On-premises,Software as a Service (SaaS),Platform as a Service (PaaS),,,,,,,,,,
udemy,CLF-01,271,A company is planning to implement Chaos Engineering to expose any blind spots that can disrupt the resiliency of the application.Which AWS service will help implement this requirement with the least effort?,A,A,AWS Fault Injection Simulator (AWS FIS),Amazon GuardDuty,AWS Trusted Advisor,Amazon Inspector,,,,,,,,,,
udemy,CLF-01,272,Which of the following options is NOT a feature of Amazon Inspector?,C,C,Analyze against unintended network accessibility,Automate security assessments,Track configuration changes,Inspect running operating systems (OS) against known vulnerabilities,,,,,,,,,,
udemy,CLF-01,273,A production company with predictable usage would like to reduce the cost of its Amazon Elastic Compute Cloud (Amazon EC2) instances by using reserved instances (RI). Which of the following length terms are available for Amazon EC2 reserved instances (RI)? (Select Two),BE,BE,2 years,1 year,6 months,5 years,3 years,,,,,,,,,
udemy,CLF-01,274,Which types of monitoring can be provided by Amazon CloudWatch? (Select TWO),AE,AE,Application performance,API access,Account management,Performance and availability of AWS services,Resource utilization,,,,,,,,,
udemy,CLF-01,275,A company using a hybrid cloud would like to store secondary backup copies of the on-premises data. Which Amazon S3 Storage Class would you use for a cost-optimal yet rapid access solution?,A,A,Amazon S3 One Zone-Infrequent Access (S3 One Zone-IA),Amazon S3 Glacier Deep Archive,Amazon S3 Standard,Amazon S3 Standard-Infrequent Access (S3 Standard-IA),,,,,,,,,,
udemy,CLF-01,276,Which of the following statements is an AWS best practice when architecting for the Cloud?,A,A,Automation,Close coupling,Security comes last,"Servers, not services",,,,,,,,,,
udemy,CLF-01,277,Which of the following statements is CORRECT regarding the scope of an Amazon Virtual Private Cloud (VPC)?,C,C,A VPC spans all AWS regions within an Availability Zone (AZ),A VPC spans all Availability Zones (AZs) in all AWS regions,A VPC spans all Availability Zones (AZs) within an AWS region,Amazon VPC spans all subnets in all AWS regions,,,,,,,,,,
udemy,CLF-01,278,A developer would like to automate operations on his on-premises environment using Chef and Puppet. Which AWS service can help with this task?,B,B,AWS Batch,AWS OpsWorks,AWS CloudFormation,AWS CodeDeploy,,,,,,,,,,
udemy,CLF-01,279,Which AWS serverless service allows you to prepare data for analytics?,A,A,AWS Glue,Amazon EMR,Amazon Redshift,Amazon Athena,,,,,,,,,,
udemy,CLF-01,280,Which service/tool will you use to create and provide trusted users with temporary security credentials that can control access to your AWS resources?,A,A,AWS Security Token Service (AWS STS),Amazon Cognito,AWS Web Application Firewall (AWS WAF),AWS IAM Identity Center,,,,,,,,,,
udemy,CLF-01,281,The development team at a company manages 300 microservices and it is now trying to automate the code reviews to improve the code quality. Which tool/service is the right fit for this requirement?,B,B,AWS X-Ray,Amazon CodeGuru,AWS CodeBuild,AWS Trusted Advisor,,,,,,,,,,
udemy,CLF-01,282,"According to the AWS Shared Responsibility Model, which of the following is the responsibility of the customer?",A,A,Firewall & networking configuration of Amazon Elastic Compute Cloud (Amazon EC2),Protecting hardware infrastructure,Managing Amazon DynamoDB,Edge locations security,,,,,,,,,,
udemy,CLF-01,283,"Which AWS service allows you to quickly and easily add user sign-up, sign-in, and access control to web and mobile applications?",D,D,AWS Organizations,AWS Identity and Access Management (AWS IAM),AWS IAM Identity Center,Amazon Cognito,,,,,,,,,,
udemy,CLF-01,284,A company needs to keep sensitive data in its own data center due to compliance but would still like to deploy resources using AWS. Which Cloud deployment model does this refer to?,B,B,Private Cloud,Hybrid Cloud,On-premises,Public Cloud,,,,,,,,,,
udemy,CLF-01,285,A growing start-up has trouble identifying and protecting sensitive data at scale. Which AWS fully managed service can assist with this task?,A,A,Amazon Macie,AWS Secrets Manager,AWS Key Management Service (AWS KMS),AWS Artifact,,,,,,,,,,
udemy,CLF-01,286,Which of the following are the advantages of using the AWS Cloud? (Select TWO),AE,AE,Stop guessing about capacity,Limited scaling,AWS is responsible for security in the cloud,Trade operational expense for capital expense,Increase speed and agility,,,,,,,,,
udemy,CLF-01,287,"A company would like to create a private, high bandwidth network connection between its on-premises data centers and AWS Cloud. As a Cloud Practitioner, which of the following options would you recommend?",C,C,VPC Endpoints,VPC peering connection,AWS Direct Connect,AWS Site-to-Site VPN,,,,,,,,,,
udemy,CLF-01,288,"According to the AWS Well-Architected Framework, which of the following statements are recommendations in the Operational Excellence pillar? (Select two)",AE,AE,Anticipate failure,Automatically recover from failure,Use serverless architectures,Enable traceability,"Make frequent, small, reversible changes",,,,,,,,,
udemy,CLF-01,289,Which AWS service can inspect Amazon CloudFront distributions running on any HTTP web server?,D,D,Amazon Inspector,AWS GuardDuty,Elastic Load Balancing (ELB),AWS Web Application Firewall (AWS WAF),,,,,,,,,,
udemy,CLF-01,290,A data science team would like to build Machine Learning models for its projects. Which AWS service can it use?,C,C,Amazon Polly,Amazon Connect,Amazon SageMaker,Amazon Comprehend,,,,,,,,,,
udemy,CLF-01,291,Which of the following options are the benefits of using AWS Elastic Load Balancing (ELB)? (Select TWO),CD,CD,Storage,Agility,High availability,Fault tolerance,Less costly,,,,,,,,,
udemy,CLF-01,292,A company needs to use a secure online data transfer tool/service that can automate the ongoing transfers from on-premises systems into AWS while providing support for incremental data backups.Which AWS tool/service is an optimal fit for this requirement?,B,B,AWS Snowmobile,AWS DataSync,AWS Snowcone,AWS Storage Gateway,,,,,,,,,,
udemy,CLF-01,293,A company would like to optimize Amazon Elastic Compute Cloud (Amazon EC2) costs. Which of the following actions can help with this task? (Select TWO),DE,DE,Vertically scale the EC2 instances,Opt for a higher AWS Support plan,Build its own servers,Set up Auto Scaling groups to align the number of instances with the demand,Purchase Amazon EC2 Reserved instances (RIs),,,,,,,,,
udemy,CLF-01,294,Which AWS tool/service will help you define your cloud infrastructure using popular programming languages such as Python and JavaScript?,B,B,AWS CloudFormation,AWS Cloud Development Kit (AWS CDK),AWS Elastic Beanstalk,AWS CodeBuild,,,,,,,,,,
udemy,CLF-01,295,Which of the following criteria are used to calculate the charge for Amazon EBS Volumes? (Select Two),BC,BC,Data transfer IN,Volume type,Provisioned IOPS,The Amazon EC2 instance type the Amazon EBS Elastic volume is attached to,Data type,,,,,,,,,
udemy,CLF-01,296,"A company would like to audit requests made to an Amazon Simple Storage Service (Amazon S3) bucket. As a Cloud Practitioner, which Amazon Simple Storage Service (Amazon S3) feature would you recommend addressing this use-case?",A,A,Amazon Simple Storage Service (Amazon S3) Access Logs,Amazon S3 Bucket Policies,S3 Versioning,S3 cross-region replication (S3 CRR),,,,,,,,,,
udemy,CLF-01,297,"The IT infrastructure at a university is deployed on AWS Cloud and it's experiencing a read-intensive workload. As a Cloud Practitioner, which AWS service would you use to take the load off databases?",A,A,Amazon ElastiCache,AWS Glue,Amazon EMR,Amazon Relational Database Service (Amazon RDS),,,,,,,,,,
udemy,CLF-01,298,"Which AWS service can be used to send, store, and receive messages between software components at any volume to decouple application tiers?",D,D,Amazon Simple Notification Service (Amazon SNS),AWS Elastic Beanstalk,AWS Organizations,Amazon Simple Queue Service (Amazon SQS),,,,,,,,,,
udemy,CLF-01,299,A research lab needs to be notified in case of a configuration change for security and compliance reasons. Which AWS service can assist with this task?,A,A,AWS Config,AWS Secrets Manager,AWS Trusted Advisor,Amazon Inspector,,,,,,,,,,
udemy,CLF-01,300,"A company would like to define a set of rules to manage objects cost-effectively between Amazon Simple Storage Service (Amazon S3) storage classes. As a Cloud Practitioner, which Amazon S3 feature would you use?",B,B,Amazon S3 Transfer Acceleration (Amazon S3TA),Amazon Simple Storage Service (Amazon S3) Lifecycle configuration,Amazon Simple Storage Service (Amazon S3) Bucket policies,S3 Cross-Region Replication (S3 CRR),,,,,,,,,,
udemy,CLF-01,301,"Which of the following AWS services can be used to generate, use, and manage encryption keys on the AWS Cloud?",D,D,AWS GuardDuty,AWS Secrets Manager,Amazon Inspector,AWS CloudHSM,,,,,,,,,,
udemy,CLF-01,302,Which of the following are the best practices when using AWS Organizations? (Select TWO),BD,BD,Do not use AWS Organizations to automate AWS account creation,Create AWS accounts per department,Never use tags for billing,Restrict account privileges using Service Control Policies (SCP),Disable AWS CloudTrail on several accounts,,,,,,,,,
udemy,CLF-01,303,"A company would like to move 50 petabytes (PBs) of data from its on-premises data centers to AWS in the MOST cost-effective way. As a Cloud Practitioner, which of the following solutions would you choose?",A,A,AWS Snowmobile,AWS Storage Gateway,AWS Snowball Edge,AWS Snowball,,,,,,,,,,
udemy,CLF-01,304,"A company would like to reserve Amazon Elastic Compute Cloud (Amazon EC2) compute capacity for three years to reduce costs. The company also plans to increase their workloads during this period. As a Cloud Practitioner, which Amazon Elastic Compute Cloud (Amazon EC2) reserved instance (RI) type would you recommend?",D,D,Adaptable reserved instances (RI),Standard reserved instance (RI),Scheduled reserved instance (RI),Convertible reserved instance (RI),,,,,,,,,,
udemy,CLF-01,305,"According to the AWS Shared Responsibility Model, which of the following is both the responsibility of AWS and the customer? (Select two)",BE,BE,Disposal of disk drives,Operating system (OS) configuration,Customer data,Data center security,Configuration management,,,,,,,,,
udemy,CLF-01,306,Which AWS service can be used to view the most comprehensive billing details for the past month?,D,D,AWS Pricing Calculator,AWS Budgets,AWS Cost Explorer,AWS Cost & Usage Report (AWS CUR),,,,,,,,,,
udemy,CLF-01,307,Which of the following services are provided by Amazon Route 53? (Select Two),BC,BC,Load balancing,Health checks and monitoring,Domain registration,Transfer acceleration,IP routing,,,,,,,,,
udemy,CLF-01,308,"According to the AWS Well-Architected Framework, which of the following action is recommended in the Security pillar?",C,C,Use Amazon CloudWatch to measure overall efficiency,Use AWS Cost Explorer to view and track your usage in detail,Use AWS Key Management Service (AWS KMS) to encrypt data,Use AWS CloudFormation to automate security best practices,,,,,,,,,,
udemy,CLF-01,309,Which of the following statements is the MOST accurate when describing AWS Elastic Beanstalk?,B,B,It is an Infrastructure as Code (IaC) that allows you to model and provision resources needed for an application,It is a Platform as a Service (PaaS) that allows you to deploy and scale web applications and services,It is a Platform as a Service (PaaS) that allows you to model and provision resources needed for an application,It is an Infrastructure as a Service (IaaS) that allows you to deploy and scale web applications and services,,,,,,,,,,
udemy,CLF-01,310,An organization would like to copy data across different Availability Zones (AZs) using Amazon EBS snapshots. Where are Amazon EBS snapshots stored in the AWS Cloud?,A,A,Amazon Simple Storage Service (Amazon S3),Amazon Elastic File System (Amazon EFS),Amazon Relational Database Service (Amazon RDS),Amazon Elastic Compute Cloud (Amazon EC2),,,,,,,,,,
udemy,CLF-01,311,"A corporation would like to simplify access management to multiple AWS accounts as well as facilitate AWS Single Sign-On (AWS SSO) access to its AWS accounts. As a Cloud Practitioner, which AWS service would you use for this task?",D,D,AWS Command Line Interface (CLI),AWS Identity and Access Management (AWS IAM),AWS Cognito,AWS IAM Identity Center,,,,,,,,,,
udemy,CLF-01,312,A production company would like to establish an AWS managed virtual private network (VPN) service between its on-premises network and AWS. Which item needs to be set up on the company's side?,A,A,A customer gateway,A VPC endpoint interface,A virtual private gateway (VGW),A security group,,,,,,,,,,
udemy,CLF-01,313,A Cloud Practitioner would like to get operational insights of its resources to quickly identify any issues that might impact applications using those resources. Which AWS service can help with this task?,D,D,Amazon Inspector,AWS Health Dashboard - Your Account Health,AWS Trusted Advisor,AWS Systems Manager,,,,,,,,,,
udemy,CLF-01,314,An engineering team is new to the AWS Cloud and it would like to launch a dev/test environment with low monthly pricing. Which AWS service can address this use case?,B,B,Amazon Elastic Compute Cloud (Amazon EC2),Amazon LightSail,AWS CloudFormation,Amazon Elastic Container Service (Amazon ECS),,,,,,,,,,
udemy,CLF-01,315,Which security control tool can be used to deny traffic from a specific IP address?,D,D,Amazon GuardDuty,VPC Flow Logs,Security Group,Network Access Control List (network ACL),,,,,,,,,,
udemy,CLF-01,316,A multinational company has just moved its infrastructure to AWS Cloud and has employees traveling to different offices around the world. How should the company set the AWS accounts?,C,C,Create an IAM user for each user in each AWS region,Create global permissions so users can access resources from all around the world,"There is nothing to do, AWS Identity and Access Management (AWS IAM) is a global service","As employees travel, they can use other employees' accounts",,,,,,,,,,
udemy,CLF-01,317,"Which AWS tool can provide best practice recommendations for performance, service limits, and cost optimization?",D,D,AWS Health Dashboard - Service health,Amazon Inspector,Amazon CloudWatch,AWS Trusted Advisor,,,,,,,,,,
udemy,CLF-01,318,A company would like to separate cost for AWS services by the department for cost allocation. Which of the following is the simplest way to achieve this task?,D,D,Create different accounts for different departments,Create one account for all departments and share this account,Create different virtual private cloud (VPCs) for different departments,Create tags for each department,,,,,,,,,,
udemy,CLF-01,319,"An e-commerce company would like to build a chatbot for its customer service using Natural Language Understanding (NLU). As a Cloud Practitioner, which AWS service would you use?",D,D,Amazon Rekognition,Amazon SageMaker,Amazon Comprehend,Amazon Lex,,,,,,,,,,
udemy,CLF-01,320,"A start-up would like to quickly deploy a popular technology on AWS. As a Cloud Practitioner, which AWS tool would you use for this task?",B,B,AWS Forums,AWS Partner Solutions (formerly Quick Starts),AWS CodeDeploy,AWS Whitepapers,,,,,,,,,,
udemy,CLF-01,321,A media company wants to enable customized content suggestions for the users of its movie streaming platform. Which AWS service can provide these personalized recommendations based on historic data?,B,B,Amazon Comprehend,Amazon Personalize,Amazon SageMaker,Amazon Customize,,,,,,,,,,
udemy,CLF-01,322,Which AWS service can be used to subscribe to an RSS feed to be notified of the status of all AWS service interruptions?,B,B,AWS Lambda,AWS Health Dashboard - Service Health,Amazon Simple Notification Service (Amazon SNS),AWS Health Dashboard - Your Account Health,,,,,,,,,,
udemy,CLF-01,323,"A start-up would like to monitor its cost on the AWS Cloud and would like to choose an optimal Savings Plan. As a Cloud Practitioner, which AWS service would you use?",B,B,AWS Budgets,AWS Cost Explorer,AWS Cost & Usage Report (AWS CUR),AWS Pricing Calculator,,,,,,,,,,
udemy,CLF-01,324,"An engineering team would like to cost-effectively run hundreds of thousands of batch computing workloads on AWS. As a Cloud Practitioner, which AWS service would you use for this task?",A,A,AWS Batch,AWS Lambda,AWS Fargate,Amazon Lightsail,,,,,,,,,,
udemy,CLF-01,325,Adding more CPU/RAM to an Amazon Elastic Compute Cloud (Amazon EC2) instance represents which of the following?,A,A,Vertical scaling,Loose coupling,Managing increasing volumes of data,Horizontal scaling,,,,,,,,,,
udemy,CLF-01,326,Which AWS service is used to store and commit code privately and also offer features for version control?,D,D,AWS CodeStar,AWS CodePipeline,AWS CodeBuild,AWS CodeCommit,,,,,,,,,,
udemy,CLF-01,327,A company is looking at real-time processing of streaming big data for their ad-tech platform. Which of the following AWS services is the right choice for this requirement?,A,A,Amazon Kinesis Data Streams,Amazon EMR,Amazon Simple Queue Service (Amazon SQS),Amazon Redshift,,,,,,,,,,
udemy,CLF-01,328,A company stores all its media files in Amazon Simple Storage Service (Amazon S3) which is accessed by an application hosted on Amazon EC2 instances. The company wants to convert these media files into formats that users can playback on mobile devices.Which AWS service/tool helps you achieve this requirement?,D,D,Amazon Comprehend,Amazon Transcribe,AWS Glue,Amazon Elastic Transcoder,,,,,,,,,,
udemy,CLF-01,329,"A Security Group has been changed in an AWS account and the manager of the account has asked you to find out the details of the user who changed it. As a Cloud Practitioner, which AWS service will you use to fetch the necessary information?",C,C,Amazon Inspector,AWS Trusted Advisor,AWS CloudTrail,AWS X-Ray,,,,,,,,,,
udemy,CLF-01,330,Which of the following statements are correct regarding the AWS Support Plans? (Select two),CE,CE,Infrastructure Event Management is included for free for AWS Business Support and AWS Enterprise Support plans and can be extended to AWS Developer Support plan for an additional fee,AWS Concierge service is available for the AWS Business Support and AWS Enterprise Support plans,A designated Technical Account Manager is available only for AWS Enterprise Support plan,"Contextual guidance based on customer use-case, is available only for the AWS Enterprise support plan",Both Basic and AWS Developer Support plans have access to the core Trusted Advisor checks only,,,,,,,,,
udemy,CLF-01,331,"A blogging company is looking at an easy to use solution to host WordPress blogs. The company needs a cost-effective, readily available solution without the need to manage the configurations for servers or the databases.Which AWS service will help you achieve this functionality?",D,D,AWS Fargate,Amazon Elastic Compute Cloud (EC2) with Amazon S3 for storage,Host the application directly on Amazon S3,Amazon Lightsail,,,,,,,,,,
udemy,CLF-01,332,"A company wants to establish a private, dedicated connection between AWS and its on-premises data center. Which AWS service is the right choice for this requirement?",B,B,Amazon API Gateway,AWS Direct Connect,Amazon CloudFront,AWS Site-to-Site VPN,,,,,,,,,,
udemy,CLF-01,333,Which of the following statements are true about AWS Regions and Availability Zones (AZ)? (Select two),BD,BD,AWS calls each group of logical data centers as AWS Regions,All traffic between Availability Zones (AZ) is encrypted,An Availability Zone (AZ) is a physical location where AWS clusters the data centers,"Each AWS Region consists of multiple, isolated, and physically separate Availability Zones (AZ) within a geographic area","Traffic between Availability Zones (AZ) is not encrypted by default, but can be configured from AWS console",,,,,,,,,
udemy,CLF-01,334,"A financial consulting company is looking for automated reference deployments, that will speed up the process of deploying its financial solutions on AWS Cloud. The reference deployment should be able to deploy most of the well-known functions of financial services and leave space for customizations, if necessary.Which AWS service will help achieve this requirement?",B,B,Amazon Quicksight,AWS Partner Solutions(formerly Quick Starts),AWS Elastic Beanstalk,AWS CloudFormation,,,,,,,,,,
udemy,CLF-01,335,Which of the following use-cases can be solved using the Amazon Forecast service?,C,C,Document search service that can extract answers from text within documents,To develop and test fully functional machine learning models,Predict the web traffic of a website for the next few weeks,To recommend personalized products for users based on their previous purchases,,,,,,,,,,
udemy,CLF-01,336,Which of the following services/tools offers a user-friendly graphical user interface to manage AWS Snowball devices without a need for command-line interface or REST APIs?,C,C,AWS OpsWorks,AWS Transfer Family,AWS OpsHub,AppStream 2.0,,,,,,,,,,
udemy,CLF-01,337,An e-learning company wants to build a knowledge graph by leveraging a fully managed database. Which of the following is the best fit for this requirement?,B,B,Amazon DocumentDB,Amazon Neptune,Amazon Relational Database Service (Amazon RDS),Amazon DynamoDB,,,,,,,,,,
udemy,CLF-01,338,A team lead is reviewing the AWS services that can be used in the development workflow for his company. Which of the following statements are correct regarding the capabilities of these AWS services? (Select three),ACE,ACE,"Each AWS CodeStar project includes development tools, including AWS CodePipeline, AWS CodeCommit, AWS CodeBuild, and AWS CodeDeploy, that can be used on their own and with existing AWS applications",AWS CodeBuild is directly integrated with both AWS CodePipeline and AWS CodeCommit,AWS CodePipeline uses Amazon CloudWatch Events to detect changes in CodeCommit repositories used as a source for a pipeline,AWS CodeCommit allows you to run builds and tests as part of your AWS CodePipeline,"You can use AWS CodeStar and AWS Cloud9 to develop, build, and deploy a serverless web application","AWS CodeStar is a cloud-based integrated development environment that lets you write, run, and debug your code with just a browser",,,,,,,,
udemy,CLF-01,339,Which AWS service allows you to connect any number of IoT devices to the cloud without requiring you to provision or manage servers?,D,D,Amazon Connect,AWS IoT Gateway,AWS Control Tower,AWS IoT Core,,,,,,,,,,
udemy,CLF-01,340,Which of the following are NoSQL database services from AWS? (Select two),BE,BE,Amazon Aurora,Amazon DocumentDB,Amazon Relational Database Service (Amazon RDS),AWS Storage Gateway,Amazon Neptune,,,,,,,,,
udemy,CLF-01,341,"By default, which of the following events are logged by AWS CloudTrail?",C,C,Data events,Data events and Insights events,Management events,AWS CloudTrail Insights events,,,,,,,,,,
