exam_category,exam_type,quiz_id,quiz_title,most_vote,correct,A,B,C,D,E,F,G,H,I
examtopics,CLF-01,726,A network engineer needs to establish a dedicated 10 Gbps network connection from an on-premises environment to AWS.Which AWS service or feature should the engineer use?,B,B,Amazon Route 53,AWS Direct Connect,AWS PrivateLink,AWS VPN,,,,,
examtopics,CLF-01,727,"Which AWS service or feature provides an online, managed software catalog that helps users purchase and deploy third-party software?",B,B,AWS Support,AWS Marketplace,Amazon EC2 private Amazon Machine Images (AMIs),AWS reseller programs,,,,,
examtopics,CLF-01,728,Which AWS service or feature is associated with a subnet in a VPC and is used to control inbound and outbound traffic?,B,B,Amazon Inspector,Network ACLs,AWS Shield,VPC Flow Logs,,,,,
examtopics,CLF-01,729,A company needs to securely store important credentials that an application uses to connect users to a database.Which AWS service can meet this requirement with the MINIMAL amount of operational overhead?,C,C,AWS Key Management Service (AWS KMS),AWS Config,AWS Secrets Manager,Amazon GuardDuty,,,,,
examtopics,CLF-01,730,A company is launching a new application in the AWS Cloud. The application will run on an Amazon EC2 instance. More EC2 instances will be needed when the workload increases.Which AWS service or tool can the company use to launch the number of EC2 instances that will be needed to handle the workload?,B,A,Elastic Load Balancing,Amazon EC2 Auto Scaling,AWS App2Container (A2C),AWS Systems Manager,,,,,
examtopics,CLF-01,731,A company has infrastructure in one AWS Region and is expanding operations to a second AWS Region. The company is using the same AWS CloudFormation template in the second Region that the company uses in the original Region. The company attempts to launch Amazon EC2 On-Demand Instances in the secondRegion and receives error messages.What could cause these error messages?,BA,A,A new EC2 key pair has not been created for the EC2 instances.,The requested EC2 instance types are not available in the second Region.,The company cannot operate in a second Region until it updates its AWS contract.,The company has not configured AWS Budgets to monitor the budget for the EC2 instances.,,,,,
examtopics,CLF-01,732,Which of the following is a software development framework that a company can use to define cloud resources as code and provision the resources through AWSCloudFormation?,C,C,AWS CLI,AWS Developer Center,AWS Cloud Development Kit (AWS CDK),AWS CodeStar,,,,,
examtopics,CLF-01,733,Which options are available to a user who wants to contact AWS Support? (Choose two.),ACCD,CD,Create an email case in the AWS Support Center.,Visit a local AWS Support Center.,Use live chat functionality.,Call the customer service phone number.,Use the video conference functionality of the AWS Support console.,,,,
examtopics,CLF-01,734,A user needs the ability to access as many resources as are needed. The user also needs the ability to scale up and scale down with only a few minutes of notice.Which benefit of the AWS Cloud describes these abilities?,C,C,Reliability,Economy of scale,Elasticity,Pay-as-you-go pricing,,,,,
examtopics,CLF-01,735,A company plans to store sensitive data in an Amazon S3 bucket.Which task is the responsibility of AWS?,B,A,Activate encryption at rest for the data.,Provide security for the physical infrastructure.,Train the company's employees about cloud security.,Remove personally identifiable information (PII) from the data.,,,,,
examtopics,CLF-01,736,A company needs a firewall that will control network connections to and from a single Amazon EC2 instance. This firewall will not control network connections to and from other instances that are in the same subnet.Which AWS service or feature can the company use to meet these requirements?,D,D,Network ACL,AWS WAF,Route table,Security group,,,,,
examtopics,CLF-01,737,Which of the following are AWS Trusted Advisor support categories? (Choose two.),BC,BC,Operational excellence,Cost optimization,Security,Well-Architected Framework,Rightsizing,,,,
examtopics,CLF-01,738,"Which of the following is entirely the responsibility of AWS, according to the AWS shared responsibility model?",C,C,Patching of the guest operating system,Security awareness and training,Physical and environmental controls,Development of an IAM password policy,,,,,
examtopics,CLF-01,739,A company needs to host a highly available application in the AWS Cloud. The application runs infrequently for short periods of time.Which AWS service will meet these requirements with the LEAST amount of operational overhead?,C,C,Amazon EC2,AWS Fargate,AWS Lambda,Amazon Aurora,,,,,
examtopics,CLF-01,740,"A company wants to store data with high availability, encrypt the data at rest, and have direct access to the data over the internet.Which AWS service will meet these requirements MOST cost-effectively?",B,B,Amazon Elastic Block Store (Amazon EBS),Amazon S3,Amazon Elastic File System (Amazon EFS),AWS Storage Gateway,,,,,
examtopics,CLF-01,741,A company runs business applications in an on-premises data center and in the AWS Cloud. The company needs a shared file system that can be available to both environments.Which AWS service meets these requirements?,D,D,Amazon Elastic Block Store (Amazon EBS),Amazon S3,Amazon ElastiCache,Amazon Elastic File System (Amazon EFS),,,,,
examtopics,CLF-01,742,What are characteristics of Availability Zones? (Choose two.),ADAC,AB,"All Availability Zones in an AWS Region are interconnected with high-bandwidth, low-latency networking.",Availability Zones are physically separated by a minimum of distance of 150 km (100 miles).,All traffic between Availability Zones is encrypted.,"Availability Zones within an AWS Region share redundant power, networking, and connectivity.",Every Availability Zone contains a single data center.,,,,
examtopics,CLF-01,743,Which AWS service uses edge locations?,B,B,Amazon Aurora,AWS Global Accelerator,Amazon Connect,AWS Outposts,,,,,
examtopics,CLF-01,744,What is an AWS responsibility under the AWS shared responsibility model?,B,C,Configure the security group rules that determine which ports are open on an Amazon EC2 Linux instance.,Ensure the security of the internal network in the AWS data centers.,Patch the guest operating system with the latest security patches on Amazon EC2.,Turn on server-side encryption for Amazon S3 buckets.,,,,,
examtopics,CLF-01,745,What is the LEAST expensive AWS Support plan that provides a designated AWS technical account manager (TAM)?,B,B,AWS Developer Support,AWS Enterprise Support,AWS Basic Support,AWS Business Support,,,,,
examtopics,CLF-01,746,Which AWS service or feature enables users to encrypt data at rest in Amazon S3?,BDA,A,IAM policies,Server-side encryption,Amazon GuardDuty,Client-side encryption,,,,,
examtopics,CLF-01,747,A company is moving multiple applications to a single AWS account. The company wants to monitor the AWS Cloud costs incurred by each application.What can the company do to meet this requirement?,D,D,Set up invoiced billing.,Use AWS Artifact.,Set the budgets in Cost Explorer.,Create cost allocation tags.,,,,,
examtopics,CLF-01,748,A company is based in the us-east-1 Region and has a satellite office in the eu-west-2 Region. The company wants to use Amazon WorkSpaces to host its internal web portal and virtual desktops for employees.What should the company do to minimize latency and ensure the best possible performance for employees?,DA,B,Deploy the internal web portal and virtual desktops to us-east-1 only. Use an Amazon CloudFront distribution for the users in eu-west-2.,Deploy the internal web portal to us-east-1 only. Deploy the virtual desktops to us-east-1 and eu-west-2.,Deploy the internal web portal to us-east-1 and eu-west-2. Deploy the virtual desktops on network optimized Amazon EC2 instances to us-east-1 only.,Deploy the internal web portal and virtual desktops to us-east-1 and eu-west-2.,,,,,
examtopics,CLF-01,749,A company is considering a move to the AWS Cloud. The company wants to be able to scale its compute resources as needed to accommodate changing loads.Which benefit of the AWS Cloud does this scenario describe?,D,D,Global deployments in minutes,Cost savings,Agility,Elasticity,,,,,
examtopics,CLF-01,750,Amazon Elastic File System (Amazon EPS) and Amazon FSx offer which type of storage?,A,A,File storage,Object storage,Block storage,Instance store,,,,,
examtopics,CLF-01,751,A company wants to provide managed Windows virtual desktops and applications to its remote employees over secure network connections.Which AWS services can the company use to meet these requirements? (Choose two.),BCCD,CD,Amazon Connect,Amazon AppStream 2.0,Amazon WorkSpaces,AWS Site-to-Site VPN,Amazon Elastic Container Service (Amazon ECS),,,,
examtopics,CLF-01,752,Which AWS service provides protection against DDoS attacks for applications that run in the AWS Cloud?,B,B,Amazon VPC,AWS Shield,AWS Audit Manager,AWS Config,,,,,
examtopics,CLF-01,753,Which AWS service is always free of charge for users?,D,C,Amazon S3,Amazon Aurora,Amazon EC2,AWS Identity and Access Management (IAM),,,,,
examtopics,CLF-01,754,Which AWS services can be used to store files? (Choose two.),AEACACE,ACE,Amazon S3,AWS Lambda,Amazon Elastic Block Store (Amazon EBS),Amazon SageMaker,AWS Storage Gateway,,,,
examtopics,CLF-01,755,Which AWS Cloud benefit describes the ability to acquire resources as they are needed and release resources when they are no longer needed?,B,D,Economies of scale,Elasticity,Agility,Security,,,,,
examtopics,CLF-01,756,Which AWS service or feature can be used to find availability status information on all AWS services?,C,C,AWS Personal Health Dashboard,AWS CloudTrail,AWS Service Health Dashboard,Amazon CloudWatch,,,,,
examtopics,CLF-01,757,Which AWS service or feature provides users with recommendations for common billing questions?,BA,B,AWS Marketplace,AWS Knowledge Center,Amazon Pinpoint,Amazon Connect,,,,,
examtopics,CLF-01,758,A company needs to store infrequently used data for data archives and long-term backups.Which AWS service or storage class will meet these requirements MOST cost-effectively?,D,D,Amazon FSx for Lustre,Amazon Elastic Block Store (Amazon EBS),Amazon Elastic File System (Amazon EFS),Amazon S3 Glacier Flexible Retrieval,,,,,
examtopics,CLF-01,759,"A company is planning to migrate to the AWS Cloud. The company is conducting organizational transformation and wants to become more responsive to customer inquiries and feedback.Which tasks should the company perform to meet these requirements, according to the AWS Cloud Adoption Framework (AWS CAF)? (Choose two.)",AC,AC,Realign teams to focus on products and value streams.,Create new value propositions with new products and services.,Use agile methods to rapidly iterate and evolve.,Use a new data and analytics platform to create actionable insights.,Migrate and modernize legacy infrastructure.,,,,
examtopics,CLF-01,760,"A company uses a database that has a simple sign-up page to create users, and a basic login form to authenticate users so they can access the database. The company wants to give users the ability to store personal information, but the user access must be controlled in a more secure and reliable way.Which AWS service or feature will meet these requirements?",DCA,A,Security groups,Amazon GuardDuty,AWS Secrets Manager,Amazon Cognito,,,,,
examtopics,CLF-01,761,A company runs Amazon EC2 instances in a research lab. The instances run for 3 hours each week and cannot be interrupted.What is the MOST cost-effective instance purchasing option to meet these requirements?,B,B,Compute Savings Plan,On-Demand Instances,Convertible Reserved Instances,Spot Instances,,,,,
examtopics,CLF-01,762,Which AWS benefit is demonstrated by on-demand technology services that enable companies to replace upfront fixed expenses with variable expenses?,C,C,High availability,Economies of scale,Pay-as-you-go pricing,Global reach,,,,,
examtopics,CLF-01,763,A developer needs to build an application for a retail company. The application must provide real-time product recommendations that are based on machine learning.Which AWS service should the developer use to meet this requirement?,B,A,AWS Health Dashboard,Amazon Personalize,Amazon Forecast,Amazon Transcribe,,,,,
examtopics,CLF-01,764,A company has all of its servers in the us-east-1 Region. The company is considering the deployment of additional servers in a different Region.Which AWS tool should the company use to find pricing information for other Regions?,D,D,Cost Explorer,AWS Budgets,AWS Purchase Order Management,AWS Pricing Calculator,,,,,
examtopics,CLF-01,765,What does Amazon CloudFront provide?,B,B,Automatic scaling for all resources to power an application from a single unified interface,"Secure delivery of data, videos, applications, and APIs to users globally with low latency","Ability to directly manage traffic globally through a variety of routing types, including latency-based routing, geo DNS, geoproximity, and weighted round robin","Automatic distribution of incoming application traffic across multiple targets, such as Amazon EC2 instances, containers, IP addresses, and AWS Lambda functions",,,,,
examtopics,CLF-01,766,Which phase describes agility as a benefit of building in the AWS Cloud?,CD,C,"The ability to pay only when computing resources are consumed, based on the volume of resources that are consumed",The ability to eliminate guessing about infrastructure capacity needs,The ability to support innovation through a reduction in the time that is required to make IT resources available to developers,The ability to deploy an application in multiple AWS Regions around the world in minutes,,,,,
examtopics,CLF-01,767,A company is undergoing a security audit. The audit includes security validation and compliance validation of the AWS infrastructure and services that the company uses. The auditor needs to locate compliance-related information and must download AWS security and compliance documents. These documents include the System and Organization Control (SOC) reports.Which AWS service or group can provide these documents?,B,B,AWS Abuse team,AWS Artifact,AWS Support,AWS Config,,,,,
examtopics,CLF-01,768,Which AWS Trusted Advisor checks are available to users with AWS Basic Support? (Choose two.),ACB,AC,Service limits,High utilization Amazon EC2 instances,"Security groups ג€"" specific ports unrestricted",Load balancer optimization,Large number of rules in an EC2 security groups,,,,
examtopics,CLF-01,769,A company has a centralized group of users with large file storage requirements that have exceeded the space available on premises. The company wants to extend its file storage capabilities for this group while retaining the performance benefit of sharing content locally.What is the MOST operationally efficient AWS solution for this scenario?,B,B,Create an Amazon S3 bucket for each users. Mount each bucket by using an S3 file system mounting utility.,Configure and deploy an AWS Storage Gateway file gateway. Connect each user's workstation to the file gateway.,Move each user's working environment to Amazon WorkSpaces. Set up an Amazon WorkDocs account for each user.,Deploy an Amazon EC2 instance and attach an Amazon Elastic Block Store (Amazon EBS) Provisioned IOPS volume. Share the EBS volume directly with the users.,,,,,
examtopics,CLF-01,770,Which network security features are supported by Amazon VPC? (Choose two.),AD,AD,Network ACLs,Internet gateways,VPC peering,Security groups,Firewall rules,,,,
examtopics,CLF-01,771,A company is considering migration to the AWS Cloud. The company wants a fully managed service or feature that can transfer streaming data from multiple sources to an Amazon S3 bucket.Which AWS service or feature should the company use to meet these requirement?,B,B,AWS DataSync,Amazon Kinesis Data Firehose,S3 Select,AWS Transfer Family,,,,,
examtopics,CLF-01,772,An Elastic Load Balancer allows the distribution of web traffic across multiple:,B,B,AWS Regions.,Availability Zones.,Dedicated Hosts.,Amazon S3 buckets.,,,,,
examtopics,CLF-01,773,A company wants to implement controls (guardrails) in a newly created AWS Control Tower landing zone.Which AWS services or features can the company use to create and define these controls (guardrails)? (Choose two.),BDAB,AB,AWS Config,Service control policies (SCPs),Amazon Guard Duly,AWS Identity and Access Management (1AM),Security groups,,,,
examtopics,CLF-01,774,Which AWS services make use of global edge locations? (Choose two.),BC,BC,AWS Fargate,Amazon CloudFront,AWS Global Accelerator,AWS Wavelength,Amazon VPC,,,,
examtopics,CLF-01,775,Which of the following are economic benefits of using AWS Cloud? (Choose two.),AC,AC,Consumption-based pricing,Perpetual licenses,Economies of scale,AWS Enterprise Support at no additional cost,Bring-your-own-hardware model,,,,
examtopics,CLF-01,776,Which database engine is compatible with Amazon RDS?,D,D,Apache Cassandra,MongoDB,Neo4j,PostgreSQL,,,,,
examtopics,CLF-01,777,Which AWS service or feature is used to troubleshoot network connectivity issues between Amazon EC2 instances?,C,C,AWS Certificate Manager (ACM),Internet gateway,VPC Flow Logs,AWS CloudHSM,,,,,
examtopics,CLF-01,778,A user discovered that an Amazon EC2 instance is missing an Amazon Elastic Block Store (Amazon EBS) data volume. The user wants to determine when the EBS volume was removed.Which AWS service will provide this information?,A,A,AWS Config,AWS Trusted Advisor,Amazon Timestream,Amazon QuickSight,,,,,
examtopics,CLF-01,779,Who is responsible for managing IAM user access and secret keys according to the AWS shared responsibility model?,B,B,"IAM access and secret keys are static, so there is no need to rotate them.",The customer is responsible for rotating keys.,AWS will rotate the keys whenever required.,The AWS Support team will rotate keys when requested by the customer.,,,,,
examtopics,CLF-01,780,"A company is running a Microsoft SQL Server instance on premises and is migrating its application to AWS. The company lacks the resources need to refactor the application, but management wants to reduce operational overhead as part of the migration.Which database service would MOST effectively support these requirements?",DC,D,Amazon DynamoDB,Amazon Redshift,Microsoft SQL Server on Amazon EC2,Amazon RDS for SQL Server,,,,,
examtopics,CLF-01,781,A company is building an application on AWS The application needs to comply with credit card regulatory requirements. The company needs proof that the AWS services and deployment are in compliance.Which actions should the company take to meet these requirements? (Choose two.),CD,CD,Use Amazon Inspector to submit the application for certification,Ensure that the application's underlying hardware components comply with requirements,Use AWS Artifact to access AWS documents about the compliance of the services,Get the compliance of the application certified by a company assessor,Use AWS Security Hub to certify the compliance of the application,,,,
examtopics,CLF-01,782,Which AWS service provides the capability to view end-to-end performance metrics and troubleshoot distributed applications?,D,D,AWS Cloud9,AWS CodeStar,AWS Cloud Map,AWS X-Ray,,,,,
examtopics,CLF-01,783,Which AWS service or feature provides high availability and low latency within an AWS Region?,B,B,Edge locations,Availability Zones,AWS Outposts,Amazon Route 53,,,,,
examtopics,CLF-01,784,"A company deployed an Amazon EC2 instance last week A developer realizes that the EC2 instance is no longer running. The developer reviews a list of provisioned EC2 instances, and the EC2 instance is no longer on the list.What can the developer do to generate a recent history of the EC2 instance?",C,B,Run Cost Explorer to identify the start time and end time of the EC2 instance,Use Amazon Inspector to find out when the EC2 instance was stopped,Perform a search in AWS CloudTrail to find all EC2 instance-related events,Use AWS Secrets Manager to display hidden termination logs of the EC2 instance,,,,,
examtopics,CLF-01,785,Which AWS service or feature is highly available by default?,B,D,Amazon EC2,Amazon Aurora,NAT instances,Amazon RDS,,,,,
examtopics,CLF-01,786,Which feature of AWS Auto Scaling will forecast future traffic to schedule changes in the number of Amazon EC2 instances at the appropriate times?,B,B,Scheduled scaling,Predictive scaling,Target tracking scaling,Step scaling,,,,,
examtopics,CLF-01,787,A user needs the ability to access as many resources as are needed. The user also needs the ability to scale up and scale down with only a few minutes of notice.Which benefit of the AWS Cloud describes these abilities?,CA,C,Reliability,Economy of scale,Elasticity,Pay-as-you-go pricing,,,,,
examtopics,CLF-01,788,A company must archive Amazon S3 data that the company's business units no longer need to access.Which S3 storage class will meet this requirement MOST cost-effectively?,C,B,S3 Glacier Instant Retrieval,S3 Glacier Flexible Retrieval,S3 Glacier Deep Archive,S3 One Zone-Infrequent Access (S3 One Zone-IA),,,,,
examtopics,CLF-01,789,"Which task is the customer's responsibility, according to the AWS shared responsibility model?",A,D,Patch a guest operating system that is deployed on an Amazon EC2 instance.,Control physical access to an AWS data center.,Control access to AWS underlying hardware.,Patch a host operating system that is deployed on Amazon S3.,,,,,
examtopics,CLF-01,790,Which duty is a responsibility of AWS under the AWS shared responsibility model?,DC,D,Identity and access management (IAM),Server-side encryption (SSE),Firewall configuration,Maintaining physical hardware,,,,,
examtopics,CLF-01,791,Which AWS service allows users to provision resources using a consistent and repeatable process?,B,B,AWS Systems Manager,AWS CloudFormation,AWS Batch,AWS Config,,,,,
examtopics,CLF-01,792,A company’s application is running on Amazon EC2 instances. The company is planning a partial migration to a serverless architecture in the next year and wants to pay for resources up front.Which AWS purchasing option will optimize the company's costs?,DC,C,Convertible Reserved Instances,Spot Instances,EC2 Instance Savings Plans,Compute Savings Plan,,,,,
examtopics,CLF-01,793,A company wants to establish a private network connection between AWS and its corporate network.Which AWS service or feature will meet this requirement?,C,C,Amazon Connect,Amazon Route 53,AWS Direct Connect,VPC peering,,,,,
examtopics,CLF-01,794,A company has an AWS-hosted website located behind an Application Load Balancer. The company wants to safeguard the website from SQL injection or cross-site scripting.Which AWS service should the company use?,B,B,Amazon GuardDuty,AWS WAF,AWS Trusted Advisor,Amazon Inspector,,,,,
examtopics,CLF-01,795,Which AWS service is a relational database compatible with MySQL and PostgreSQL?,C,C,Amazon Redshift,Amazon DynamoDB,Amazon Aurora,Amazon Neptune,,,,,
examtopics,CLF-01,796,Which AWS service should a company use to continuously monitor the compliance of AWS resource configurations?,BC,B,AWS Organizations,AWS Config,AWS Artifact,AWS Service Catalog,,,,,
examtopics,CLF-01,797,Which of the following are responsibilities of the customer in the AWS Cloud? (Choose two.),ACAD,AE,Security in the cloud,Configuration of AWS infrastructure devices,Configuration of security groups on Amazon EC2 instances,Security of the cloud,Patches for the operating system of Amazon DynamoDB,,,,
examtopics,CLF-01,798,Which tasks can be performed by an IAM user that has been granted all of the AWS Identity and Access Management (IAM) permissions that are available?(Choose two.),CEBDAE,CE,Activate IAM access to the AWS Billing and Cost Management console.,Close an AWS account.,Turn on multi-factor authentication (MFA) for non-administrative IAM users.,Change the AWS Support plan.,Delegate access to another AWS account.,,,,
examtopics,CLF-01,799,A company has deployed an application in the AWS Cloud. The company wants to ensure that the application is highly resilient.Which component of AWS infrastructure can the company use to meet this requirement?,D,A,Content delivery network (CDN),Edge locations,Wavelength Zones,Availability Zones,,,,,
examtopics,CLF-01,800,Which AWS service or feature is designed to help companies take advantage of quantity discounts available from AWS?,C,C,Saving Plans,AWS Budgets,AWS Organizations,AWS Pricing Calculator,,,,,
examtopics,CLF-01,801,A company needs to track the relationships among AWS resources. The company also needs to review resource dependencies before the company makes any changes to the resources.Which AWS service can the company use to meet these requirements?,B,B,AWS Trusted Advisor,AWS Config,AWS Resource Access Manager (AWS RAM),AWS Systems Manager,,,,,
examtopics,CLF-01,802,Which AWS service providers automated backups of data by default?,B,A,Amazon S3,Amazon Aurora,Amazon ElastiCache for Memcached,Amazon Elastic File System (Amazon EFS),,,,,
examtopics,CLF-01,803,Which of the following is a characteristic of the AWS account root user?,C,C,The root user is the only user that can be configured with multi-factor authentication (MFA).,The root user is the only user that can access the AWS Management Console.,The root user is the first sign-in identity that is available when an AWS account is created.,The root user has a password that cannot be changed.,,,,,
examtopics,CLF-01,804,Which AWS feature grants temporary access to specific AWS resources?,D,D,AWS IAM Access Analyzer,Service control policies (SCPs),Access control lists (ACLs),IAM roles,,,,,
examtopics,CLF-01,805,A company hosts its website on Amazon EC2 instances. The company needs to ensure that the website reaches a global audience and provides minimum latency to users.Which AWS service should the company use to meet these requirements?,BA,A,Amazon Route 53,Amazon CloudFront,Elastic Load Balancing,AWS Lambda,,,,,
examtopics,CLF-01,806,A company wants to move petabytes of historical data into the AWS Cloud. The company needs to transfer the data from a remote location that does not have reliable network services.Which AWS service will meet these requirements?,A,C,AWS Snowball,AWS DataSync,AWS Direct Connect,AWS Site-to-Site VPN,,,,,
examtopics,CLF-01,807,A company needs software solutions that are hosted on the AWS platform or that are integrated with the AWS platform. The company needs solutions from independent software vendors as well as management and security vendors.Which group or team can provide these solutions?,DB,B,AWS technical account managers (TAMs),AWS Partner Network (APN) Consulting Partners,AWS Concierge Support,AWS Partner Network (APN) Technology Partners,,,,,
examtopics,CLF-01,808,Which AWS service or tool gives a company the ability to release application changes in an automated way?,B,B,Amazon AppFlow,AWS CodeDeploy,AWS PrivateLink,Amazon EKS Distro,,,,,
examtopics,CLF-01,809,A company's compliance officer wants to review the AWS Service Organization Control (SOC) reports.Which AWS service or feature should the compliance officer use to complete this task?,A,A,AWS Artifact,AWS Concierge Support,AWS Support,AWS Trusted Advisor,,,,,
examtopics,CLF-01,810,A company wants to build an application that consists entirely of microservices.Which AWS Cloud architecture design principle supports this goal?,D,A,Think parallel,Implement elasticity,Stop guessing capacity,Decouple components,,,,,
examtopics,CLF-01,811,"Which pillar of the AWS Well Architected Framework includes the design principle of defining workloads, applications, and infrastructure as code (IaC)?",A,A,Operational excellence,Reliability,Performance efficiency,Security,,,,,
examtopics,CLF-01,812,Amazon Elastic File System (Amazon EFS) and Amazon FSx offer which type of storage?,A,A,File storage,Object storage,Block storage,Instance store,,,,,
examtopics,CLF-01,813,Which AWS service or feature improves network performance by sending traffic through the AWS worldwide network infrastructure?,C,C,Route table,AWS Transit Gateway,AWS Global Accelerator,Amazon VPC,,,,,
examtopics,CLF-01,814,A company is designing a new application that will store and retrieve millions of photos and videos.Which AWS service or feature can provide the underlying storage at the LOWEST cost?,CA,A,Amazon EC2 instance store,Amazon Elastic Block Store (Amazon EBS),Amazon S3,Amazon Simple Queue Service (Amazon SQS),,,,,
examtopics,CLF-01,815,Which AWS service or feature can simplify the management of hundreds of VPC connections across AWS Regions worldwide?,AD,A,AWS Transit Gateway,Amazon Connect,Security groups,VPC peering,,,,,
examtopics,CLF-01,816,A cloud practitioner wants information on the state of an existing AWS environment compared against established best practices.Which AWS services or features should the cloud practitioner use to obtain this information? (Choose two.),ACD,BD,AWS Artifact,AWS Solutions Library,AWS Trusted Advisor,AWS Well-Architected Tool,AWS Personal Health Dashboard,,,,
examtopics,CLF-01,817,"Which task is shared between AWS and the customer, according to the AWS shared responsibility model?",D,D,Physical and environmental controls,Server hardware management and encryption,Application security,Patch management and configuration management,,,,,
examtopics,CLF-01,818,"What is an example of a decoupled, scalable, cloud-based application?",B,C,A mail and log application that runs on a single Amazon EC2 instance,A webpage that is hosted on Amazon S3 and uses AWS Lambda to update an Amazon DynamoDB database,"An Application Load Balancer, web server, and database server that support a monolithic application",A legacy database server that is running on the maximum instance size supported by its license,,,,,
examtopics,CLF-01,819,"A company wants to design its cloud architecture so that its workloads are resilient, can consistently perform their intended functions correctly, and can recover from failure quickly.Which pillar of the AWS Well-Architected Framework does this architecture represent?",D,B,Security,Performance efficiency,Operational excellence,Reliability,,,,,
examtopics,CLF-01,820,A company wants to access a report about the estimated environmental impact of the company's AWS usage.Which AWS service or feature should the company use to meet this requirement?,C,C,AWS Organizations,IAM policy,AWS Billing console,Amazon Simple Metrication Service (Amazon SNS),,,,,
examtopics,CLF-01,821,Which AWS service or feature is an example of a relational database management system?,B,C,Amazon Athena,Amazon Redshift,Amazon S3 Select,Amazon Kinesis Data Streams,,,,,
examtopics,CLF-01,822,A software engineer wants to launch a virtual machine (VM) and MySQL database on AWS.Which AWS service will meet these requirements with the LEAST operational effort?,CB,D,Amazon Elastic Container Service (Amazon ECS),AWS Elastic Beanstalk,Amazon Lightsail,Amazon EC2,,,,,
examtopics,CLF-01,823,"A company wants to automate the retention, creation, and deletion of Amazon Elastic Block Store (Amazon EBS) snapshots.Which AWS service or feature can the company use to meet this requirement?",B,B,AWS Organizations,Amazon Data Lifecycle Manager (Amazon DLM),AWS Systems Manager,Amazon S3 Lifecycle policies,,,,,
examtopics,CLF-01,824,Which pillar of the AWS Well-Architected Framework focuses on the ability to recover automatically from service interruptions?,D,D,Security,Performance efficiency,Operational excellence,Reliability,,,,,
examtopics,CLF-01,825,Which of the following are advantages of using AWS for cloud computing? (Choose two.),AE,AE,Users can increase speed and agility by deploying services with just one click.,Users receive a discount on hardware that they purchase for their data centers.,Users can reserve excess capacity to ensure that resources are always available.,Users trade variable expenses for capital expenses.,Users benefit from massive economies of scale.,,,,
examtopics,CLF-01,826,Which AWS services or features provide high availability and low latency by enabling failover across different AWS Regions? (Choose two.),ADAB,AD,Amazon Route 53,Network Load Balancer,Amazon S3 Transfer Acceleration,AWS Global Accelerator,Application Load Balancer,,,,
examtopics,CLF-01,827,Which action is consistent with the principle of least privilege in terms of AWS Cloud architecture?,A,C,Allow users the minimum access that is needed to do a task.,Prevent managers from accessing important source code.,Provide only the permissions that are needed for users to do their jobs in the current month.,Assign permissions that are based on job titles.,,,,,
examtopics,CLF-01,828,A company is reviewing its operating policies.Which policy complies with guidance in the security pillar of the AWS Well-Architected Framework?,D,D,Ensure that employees have access to all company data.,Expand employees' permissions as they gain more experience.,Grant all privileges and access to all users.,Apply security requirements at all layers of a process.,,,,,
examtopics,CLF-01,829,An ecommerce company recently started using the AWS Cloud.Which security-related tasks are the company's responsibility? (Choose two.),BCBD,CE,Restrict who is allowed physical access to the hosts that run the company's Amazon EC2 instances.,Install security patches on Amazon EC2 Linux instances.,Choose to encrypt data at rest that is stored on Amazon S3.,Wipe Amazon Elastic Block Store (Amazon EBS) volumes clean before they are decommissioned.,Conduct database patching for Amazon RDS instances.,,,,
examtopics,CLF-01,830,Which AWS service or tool creates an audit log of all AWS resources that have been created?,C,C,Amazon CloudFront,Amazon CloudWatch,AWS CloudTrail,AWS Application Migration Service (CloudEndure Migration),,,,,
examtopics,CLF-01,831,"According to the AWS shared responsibility model, who is responsible for the virtualization layer down to the physical security of the facilities in which AWS services operate?",B,C,It is the sole responsibility of the customer.,It is the sole responsibility of AWS.,It is a shared responsibility between AWS and the customer.,The customer's AWS Support plan tier determines who manages the configuration.,,,,,
examtopics,CLF-01,832,Which AWS services are eligible for a Compute Savings Plan? (Choose two.),AE,AE,AWS Lambda,Amazon RDS,Amazon VPC,Amazon DynamoDB,Amazon EC2,,,,
examtopics,CLF-01,833,A company needs to use AWS Identity and Access Management (IAM) to attach an IAM policy to all IAM users in an AWS account.Which solution meets this requirement?,B,C,Attach the IAM policy to each IAM user.,Attach the IAM policy to the IAM group containing all the IAM users.,Attach the IAM policy to the IAM role containing all the IAM users.,Apply the IAM policy to the entire AWS account.,,,,,
examtopics,CLF-01,834,Which AWS services or features can a company use to connect the network of its on-premises data center to AWS? (Choose two.),AD,AD,AWS VPN,AWS Directory Service,AWS Data Pipeline,AWS Direct Connect,AWS CloudHSM,,,,
examtopics,CLF-01,835,Which AWS service is an in-memory data store service?,C,D,Amazon Aurora,Amazon RDS,Amazon DynamoDB,Amazon ElastiCache,,,,,
examtopics,CLF-01,836,A company wants high levels of detection and near-real-time (NRT) mitigation against large and sophisticated distributed denial of service (DDoS) attacks on applications running on AWS.Which AWS service should the company use?,C,C,Amazon GuardDuty,Amazon Inspector,AWS Shield Advanced,Amazon Macie,,,,,
examtopics,CLF-01,837,A company has an Amazon S3 bucket containing images of scanned financial invoices. The company is building an artificial intelligence (Al)-based application on AWS. The company wants the application to identify and read total balance amounts on the invoices.Which AWS service will meet these requirements?,B,D,Amazon Forecast,Amazon Textract,Amazon Rekogmtion,Amazon Lex,,,,,
